node_id,growth_stage,terrace_elevation,slope_degree,bund_height_m,weather_forecast,moisture_pct,acoustic_velocity,ec_ds_m,temperature_c,humidity_pct,ml_label
T3-07148,tillering,3,15.5,0.65,cloudy,11.3,1552.79,1.73,28.51,73.8,0
T2-07149,panicle_initiation,2,14.0,0.5,heavy_rain,6.59,1556.83,0.86,24.45,60.56,1
T3-07150,heading,3,15.5,0.65,cloudy,29.12,1537.67,0.7,29.21,48.78,0
T2-07151,panicle_initiation,2,14.0,0.5,heavy_rain,21.95,1536.91,1.93,28.26,79.67,0
T2-07152,heading,2,14.0,0.5,cloudy,0.0,1553.35,1.91,19.84,79.63,1
T1-07153,tillering,1,12.5,0.45,sunny,12.08,1553.47,1.04,20.43,50.52,1
T3-07154,maturity,3,15.5,0.65,sunny,6.94,1522.51,1.85,24.06,92.56,0
T1-07155,maturity,1,12.5,0.45,sunny,0.91,1557.17,1.06,35.09,83.98,1
T3-07156,grain_filling,3,15.5,0.65,heavy_rain,23.83,1522.45,1.76,21.76,94.28,0
T2-07157,maturity,2,14.0,0.5,heavy_rain,47.02,1548.2,0.17,30.16,62.48,2
T2-07158,maturity,2,14.0,0.5,heavy_rain,13.86,1528.47,1.72,22.19,51.2,0
T1-07159,maturity,1,12.5,0.45,sunny,8.83,1531.79,1.1,26.77,86.37,0
T1-07160,panicle_initiation,1,12.5,0.45,sunny,27.46,1549.69,1.35,29.82,41.37,0
T1-07161,grain_filling,1,12.5,0.45,cloudy,19.0,1519.69,1.54,24.49,78.02,0
T1-07162,tillering,1,12.5,0.45,sunny,12.6,1546.06,1.35,33.0,71.97,0
T3-07163,tillering,3,15.5,0.65,heavy_rain,14.2,1524.88,1.63,20.44,62.04,0
T3-07164,heading,3,15.5,0.65,sunny,27.67,1525.32,1.44,22.79,72.79,0
T3-07165,panicle_initiation,3,15.5,0.65,sunny,29.73,1547.97,0.8,29.88,64.23,0
T2-07166,seedling,2,14.0,0.5,heavy_rain,27.83,1537.87,0.6,27.08,39.58,0
T3-07167,heading,3,15.5,0.65,cloudy,28.51,1552.27,0.91,38.17,10.13,1
T1-07168,maturity,1,12.5,0.45,cloudy,9.11,1514.88,1.79,24.22,48.06,0
T3-07169,heading,3,15.5,0.65,cloudy,32.7,1567.41,0.64,35.84,22.19,1
T1-07170,tillering,1,12.5,0.45,sunny,16.85,1541.0,0.55,27.69,74.31,0
T1-07171,seedling,1,12.5,0.45,sunny,32.41,1508.85,0.7,23.81,60.7,0
T3-07172,grain_filling,3,15.5,0.65,cloudy,23.34,1532.7,1.67,22.15,60.34,0
T3-07173,seedling,3,15.5,0.65,heavy_rain,6.15,1536.57,1.87,25.24,85.16,1
T1-07174,grain_filling,1,12.5,0.45,cloudy,20.06,1520.53,0.62,23.48,54.55,0
T1-07175,tillering,1,12.5,0.45,cloudy,4.65,1542.18,0.95,28.24,44.38,0
T1-07176,panicle_initiation,1,12.5,0.45,sunny,27.08,1542.57,1.88,33.82,52.76,0
T2-07177,heading,2,14.0,0.5,sunny,0.37,1540.95,1.5,24.71,37.86,1
T3-07178,maturity,3,15.5,0.65,sunny,14.06,1541.04,0.75,28.08,63.96,0
T1-07179,grain_filling,1,12.5,0.45,cloudy,2.02,1547.97,1.61,31.1,59.39,1
T3-07180,grain_filling,3,15.5,0.65,heavy_rain,3.66,1557.6,1.54,25.04,59.81,1
T2-07181,heading,2,14.0,0.5,cloudy,25.45,1527.9,1.65,17.64,48.61,0
T3-07182,panicle_initiation,3,15.5,0.65,sunny,20.83,1545.66,0.88,27.1,64.59,0
T2-07183,seedling,2,14.0,0.5,sunny,8.39,1559.21,1.77,27.04,47.47,1
T2-07184,seedling,2,14.0,0.5,heavy_rain,29.02,1535.2,0.69,27.76,89.26,0
T2-07185,heading,2,14.0,0.5,cloudy,30.59,1541.28,1.65,30.99,62.91,0
T1-07186,grain_filling,1,12.5,0.45,cloudy,0.33,1562.18,1.5,20.93,44.08,1
T1-07187,heading,1,12.5,0.45,cloudy,26.04,1510.54,1.94,19.85,76.91,0
T2-07188,heading,2,14.0,0.5,heavy_rain,32.62,1543.61,0.88,25.61,60.64,0
T1-07189,heading,1,12.5,0.45,sunny,5.95,1563.79,1.67,23.73,83.67,1
T3-07190,maturity,3,15.5,0.65,sunny,10.78,1546.87,1.35,29.34,53.34,0
T1-07191,maturity,1,12.5,0.45,heavy_rain,50.94,1519.52,0.34,22.94,77.22,2
T3-07192,heading,3,15.5,0.65,heavy_rain,27.39,1539.89,1.56,32.2,49.92,0
T3-07193,heading,3,15.5,0.65,heavy_rain,34.36,1549.82,1.64,33.64,76.38,0
T3-07194,tillering,3,15.5,0.65,heavy_rain,15.37,1532.65,1.0,22.97,47.86,0
T1-07195,seedling,1,12.5,0.45,heavy_rain,43.82,1547.5,0.36,31.75,68.71,2
T3-07196,maturity,3,15.5,0.65,sunny,8.6,1525.28,0.67,20.3,57.29,0
T2-07197,heading,2,14.0,0.5,sunny,32.33,1540.91,1.54,24.01,58.6,0
T2-07198,maturity,2,14.0,0.5,cloudy,4.01,1544.33,1.0,30.68,43.96,0
T3-07199,tillering,3,15.5,0.65,sunny,10.88,1528.05,0.65,27.67,79.26,0
T1-07200,tillering,1,12.5,0.45,cloudy,14.51,1529.19,0.91,24.34,43.35,0
T2-07201,tillering,2,14.0,0.5,sunny,9.68,1552.47,1.86,27.27,52.21,0
T3-07202,maturity,3,15.5,0.65,heavy_rain,9.36,1503.35,1.5,24.83,56.54,0
T2-07203,heading,2,14.0,0.5,sunny,28.53,1522.41,1.47,20.54,62.14,0
T3-07204,seedling,3,15.5,0.65,heavy_rain,1.54,1564.82,1.76,34.47,85.75,1
T3-07205,grain_filling,3,15.5,0.65,cloudy,22.93,1542.68,1.47,31.29,62.45,0
T3-07206,grain_filling,3,15.5,0.65,heavy_rain,16.23,1526.88,0.53,19.46,78.54,0
T3-07207,panicle_initiation,3,15.5,0.65,sunny,28.09,1539.23,0.74,24.09,69.0,0
T1-07208,panicle_initiation,1,12.5,0.45,heavy_rain,26.42,1537.84,1.8,31.08,50.18,0
T2-07209,heading,2,14.0,0.5,sunny,28.43,1544.15,0.97,25.73,68.14,0
T3-07210,grain_filling,3,15.5,0.65,sunny,16.49,1552.29,0.63,24.61,59.17,0
T2-07211,tillering,2,14.0,0.5,sunny,9.19,1561.23,1.65,31.55,84.15,0
T1-07212,tillering,1,12.5,0.45,heavy_rain,50.71,1544.31,0.32,27.91,74.28,2
T2-07213,maturity,2,14.0,0.5,sunny,13.93,1531.31,1.14,27.37,68.98,0
T2-07214,tillering,2,14.0,0.5,sunny,2.22,1554.59,0.74,31.47,43.97,1
T3-07215,tillering,3,15.5,0.65,sunny,5.62,1539.96,1.34,23.91,62.4,1
T3-07216,grain_filling,3,15.5,0.65,cloudy,16.05,1551.51,1.92,33.56,74.57,0
T3-07217,maturity,3,15.5,0.65,sunny,13.98,1555.17,0.93,27.37,43.42,0
T2-07218,tillering,2,14.0,0.5,heavy_rain,8.32,1539.17,0.66,29.78,46.16,0
T1-07219,panicle_initiation,1,12.5,0.45,cloudy,8.19,1533.61,1.83,21.45,56.77,1
T3-07220,maturity,3,15.5,0.65,heavy_rain,10.89,1529.36,1.57,27.08,62.98,0
T2-07221,grain_filling,2,14.0,0.5,heavy_rain,48.57,1527.46,0.3,22.03,47.03,2
T1-07222,heading,1,12.5,0.45,heavy_rain,46.05,1544.98,0.27,25.97,50.08,2
T3-07223,tillering,3,15.5,0.65,cloudy,8.31,1556.85,0.7,25.17,41.8,1
T3-07224,heading,3,15.5,0.65,heavy_rain,38.18,1569.77,0.72,42.2,14.87,1
T2-07225,grain_filling,2,14.0,0.5,heavy_rain,19.59,1535.67,1.05,24.5,84.35,0
T3-07226,heading,3,15.5,0.65,cloudy,23.39,1538.97,1.12,30.2,51.22,0
T3-07227,grain_filling,3,15.5,0.65,cloudy,0.2,1543.67,0.87,29.69,53.35,1
T2-07228,panicle_initiation,2,14.0,0.5,heavy_rain,31.1,1543.7,0.99,27.03,83.95,0
T3-07229,panicle_initiation,3,15.5,0.65,cloudy,6.55,1540.77,1.0,23.68,69.44,1
T2-07230,seedling,2,14.0,0.5,sunny,27.0,1517.23,1.24,25.43,63.23,0
T3-07231,heading,3,15.5,0.65,sunny,26.86,1550.87,0.69,33.37,11.57,1
T3-07232,tillering,3,15.5,0.65,heavy_rain,12.24,1550.09,0.74,35.12,50.84,0
T2-07233,panicle_initiation,2,14.0,0.5,sunny,27.69,1526.49,0.88,21.15,70.15,0
T3-07234,maturity,3,15.5,0.65,sunny,0.0,1520.73,1.21,19.66,85.59,0
T3-07235,grain_filling,3,15.5,0.65,sunny,22.37,1554.2,0.45,32.59,54.96,0
T3-07236,heading,3,15.5,0.65,sunny,1.27,1558.09,1.0,32.45,73.92,1
T1-07237,grain_filling,1,12.5,0.45,sunny,7.85,1551.13,1.06,30.73,50.59,1
T1-07238,maturity,1,12.5,0.45,sunny,11.37,1550.02,1.28,33.19,56.13,0
T3-07239,heading,3,15.5,0.65,sunny,32.74,1521.51,1.48,18.68,80.56,0
T2-07240,heading,2,14.0,0.5,heavy_rain,42.13,1528.75,0.48,29.24,87.93,2
T1-07241,heading,1,12.5,0.45,heavy_rain,0.0,1557.83,0.85,31.99,78.53,1
T2-07242,seedling,2,14.0,0.5,cloudy,32.01,1537.61,0.87,29.34,80.19,0
T2-07243,maturity,2,14.0,0.5,cloudy,11.24,1548.05,1.66,34.36,49.93,0
T1-07244,seedling,1,12.5,0.45,sunny,33.52,1551.9,1.45,33.44,83.24,0
T1-07245,seedling,1,12.5,0.45,sunny,31.05,1522.03,1.7,24.36,57.92,0
T2-07246,maturity,2,14.0,0.5,cloudy,9.08,1539.7,1.86,31.91,73.31,0
T2-07247,heading,2,14.0,0.5,sunny,33.44,1538.47,1.26,32.93,69.26,0
T2-07248,panicle_initiation,2,14.0,0.5,sunny,7.12,1540.46,1.46,26.52,72.64,1
T1-07249,heading,1,12.5,0.45,heavy_rain,47.27,1528.3,0.2,29.75,38.51,2
T1-07250,grain_filling,1,12.5,0.45,cloudy,18.31,1520.93,1.33,21.68,45.03,0
T1-07251,tillering,1,12.5,0.45,sunny,11.8,1536.37,0.66,23.6,50.3,0
T1-07252,panicle_initiation,1,12.5,0.45,sunny,6.62,1573.98,1.83,24.31,80.84,1
T3-07253,tillering,3,15.5,0.65,cloudy,10.79,1519.13,1.91,24.82,94.66,0
T1-07254,seedling,1,12.5,0.45,heavy_rain,49.64,1534.62,0.15,26.3,77.64,2
T2-07255,maturity,2,14.0,0.5,cloudy,6.91,1539.07,1.8,31.05,57.06,0
T1-07256,seedling,1,12.5,0.45,cloudy,11.56,1537.58,0.97,34.18,88.03,1
T2-07257,heading,2,14.0,0.5,heavy_rain,34.86,1551.97,1.73,30.0,48.35,0
T3-07258,panicle_initiation,3,15.5,0.65,cloudy,29.54,1518.01,1.69,26.06,41.5,0
T1-07259,tillering,1,12.5,0.45,heavy_rain,40.86,1514.73,0.08,21.11,53.56,2
T1-07260,seedling,1,12.5,0.45,heavy_rain,45.03,1530.67,0.48,24.38,85.95,2
T3-07261,tillering,3,15.5,0.65,sunny,8.41,1520.26,1.54,26.21,40.05,0
T1-07262,heading,1,12.5,0.45,heavy_rain,44.45,1541.64,0.14,27.12,48.42,2
T1-07263,heading,1,12.5,0.45,sunny,25.87,1533.15,1.35,27.68,44.39,0
T2-07264,tillering,2,14.0,0.5,cloudy,4.41,1557.49,1.45,33.26,87.8,1
T2-07265,maturity,2,14.0,0.5,sunny,1.56,1564.57,0.63,22.08,43.03,1
T1-07266,tillering,1,12.5,0.45,heavy_rain,43.64,1551.05,0.22,34.41,68.97,2
T3-07267,tillering,3,15.5,0.65,cloudy,15.4,1553.46,0.52,28.58,63.6,0
T2-07268,maturity,2,14.0,0.5,sunny,3.23,1527.97,0.58,24.84,53.56,0
T2-07269,maturity,2,14.0,0.5,cloudy,12.51,1546.66,1.66,28.55,75.59,0
T3-07270,grain_filling,3,15.5,0.65,cloudy,26.11,1532.69,1.13,33.59,72.46,0
T1-07271,seedling,1,12.5,0.45,cloudy,4.76,1548.25,0.6,31.81,87.36,1
T1-07272,panicle_initiation,1,12.5,0.45,sunny,25.83,1529.14,1.17,24.53,92.29,0
T1-07273,heading,1,12.5,0.45,cloudy,30.83,1538.67,1.21,28.64,63.05,0
T3-07274,heading,3,15.5,0.65,cloudy,32.1,1533.06,1.65,20.99,75.62,0
T2-07275,grain_filling,2,14.0,0.5,heavy_rain,17.86,1532.21,1.7,25.39,63.48,0
T3-07276,grain_filling,3,15.5,0.65,sunny,21.43,1542.72,0.97,27.14,82.1,0
T2-07277,panicle_initiation,2,14.0,0.5,cloudy,7.86,1557.52,1.6,27.46,59.36,1
T3-07278,tillering,3,15.5,0.65,sunny,6.22,1521.55,0.45,24.32,67.51,0
T2-07279,seedling,2,14.0,0.5,sunny,34.53,1541.1,1.23,30.31,48.92,0
T2-07280,grain_filling,2,14.0,0.5,cloudy,3.81,1546.86,1.89,23.55,57.39,1
T2-07281,maturity,2,14.0,0.5,heavy_rain,3.88,1567.65,1.73,29.96,78.34,1
T3-07282,grain_filling,3,15.5,0.65,heavy_rain,5.81,1555.23,1.55,22.69,54.92,1
T2-07283,seedling,2,14.0,0.5,sunny,25.89,1531.73,1.35,20.44,54.75,0
T3-07284,grain_filling,3,15.5,0.65,sunny,1.82,1574.83,2.0,33.25,89.64,1
T1-07285,grain_filling,1,12.5,0.45,sunny,22.57,1524.25,0.74,21.39,59.05,0
T3-07286,grain_filling,3,15.5,0.65,cloudy,21.71,1546.06,1.99,27.44,54.3,0
T3-07287,panicle_initiation,3,15.5,0.65,heavy_rain,4.35,1544.77,1.29,30.81,70.01,1
T3-07288,tillering,3,15.5,0.65,sunny,12.91,1562.74,1.75,35.23,55.65,0
T3-07289,seedling,3,15.5,0.65,cloudy,31.61,1553.6,0.65,35.47,46.1,0
T1-07290,panicle_initiation,1,12.5,0.45,cloudy,20.92,1540.65,0.55,24.05,45.99,0
T3-07291,tillering,3,15.5,0.65,sunny,6.83,1538.98,1.34,26.85,49.71,1
T2-07292,panicle_initiation,2,14.0,0.5,sunny,26.22,1542.98,1.5,27.28,49.58,0
T1-07293,grain_filling,1,12.5,0.45,cloudy,18.8,1528.72,1.0,25.14,49.78,0
T3-07294,seedling,3,15.5,0.65,heavy_rain,30.29,1549.46,0.63,30.56,56.42,0
T3-07295,heading,3,15.5,0.65,sunny,27.85,1548.22,1.84,30.64,57.81,0
T2-07296,panicle_initiation,2,14.0,0.5,heavy_rain,42.53,1540.84,0.27,26.95,82.33,2
T2-07297,grain_filling,2,14.0,0.5,sunny,3.75,1545.64,1.93,22.04,51.02,1
T1-07298,maturity,1,12.5,0.45,cloudy,11.78,1555.51,0.94,28.73,38.36,0
T3-07299,heading,3,15.5,0.65,heavy_rain,7.46,1553.36,1.64,34.17,56.06,1
T2-07300,tillering,2,14.0,0.5,heavy_rain,10.06,1530.79,0.77,20.39,76.72,0
T2-07301,grain_filling,2,14.0,0.5,cloudy,25.46,1536.03,2.06,22.43,55.19,0
T2-07302,panicle_initiation,2,14.0,0.5,cloudy,21.8,1541.04,1.33,25.48,63.04,0
T3-07303,seedling,3,15.5,0.65,sunny,33.76,1559.63,1.42,33.14,87.58,0
T3-07304,seedling,3,15.5,0.65,sunny,30.92,1544.77,1.4,29.67,76.12,0
T1-07305,heading,1,12.5,0.45,sunny,32.31,1549.62,1.67,27.17,79.23,0
T3-07306,heading,3,15.5,0.65,cloudy,30.89,1568.97,1.01,34.74,44.22,0
T3-07307,panicle_initiation,3,15.5,0.65,cloudy,2.9,1544.4,1.69,28.37,82.2,1
T3-07308,grain_filling,3,15.5,0.65,heavy_rain,21.48,1563.72,1.41,31.44,55.03,0
T3-07309,tillering,3,15.5,0.65,heavy_rain,7.36,1548.56,1.25,32.29,86.4,0
T1-07310,maturity,1,12.5,0.45,cloudy,9.3,1551.29,1.7,32.73,64.12,0
T3-07311,maturity,3,15.5,0.65,sunny,7.8,1560.94,1.05,32.77,82.83,0
T3-07312,maturity,3,15.5,0.65,cloudy,7.43,1536.48,0.72,25.49,60.21,1
T3-07313,panicle_initiation,3,15.5,0.65,cloudy,28.29,1529.49,1.99,28.1,88.17,0
T3-07314,heading,3,15.5,0.65,heavy_rain,30.35,1521.53,1.33,24.92,36.15,0
T3-07315,maturity,3,15.5,0.65,cloudy,4.13,1548.38,0.6,27.66,62.79,0
T3-07316,seedling,3,15.5,0.65,heavy_rain,27.73,1528.97,2.01,26.7,44.94,0
T2-07317,panicle_initiation,2,14.0,0.5,heavy_rain,6.01,1545.0,1.21,31.55,76.08,1
T1-07318,seedling,1,12.5,0.45,heavy_rain,42.45,1523.11,0.31,25.61,71.05,2
T1-07319,grain_filling,1,12.5,0.45,cloudy,21.99,1537.02,1.83,32.96,58.29,0
T3-07320,seedling,3,15.5,0.65,cloudy,30.02,1520.42,0.67,24.56,42.84,0
T1-07321,grain_filling,1,12.5,0.45,heavy_rain,39.99,1533.88,0.25,23.23,46.32,2
T1-07322,heading,1,12.5,0.45,sunny,8.06,1546.32,0.74,22.94,49.47,1
T3-07323,grain_filling,3,15.5,0.65,sunny,21.22,1529.54,0.85,25.06,70.85,0
T3-07324,heading,3,15.5,0.65,heavy_rain,8.83,1554.8,1.06,30.35,40.9,1
T3-07325,heading,3,15.5,0.65,sunny,37.42,1535.91,0.69,29.81,83.47,0
T3-07326,heading,3,15.5,0.65,heavy_rain,23.02,1543.88,0.94,27.53,54.04,0
T2-07327,tillering,2,14.0,0.5,cloudy,14.75,1551.12,1.71,34.49,77.45,0
T1-07328,heading,1,12.5,0.45,heavy_rain,27.79,1535.72,0.77,22.95,81.32,0
T2-07329,panicle_initiation,2,14.0,0.5,cloudy,24.87,1548.12,1.73,31.25,45.35,0
T1-07330,tillering,1,12.5,0.45,sunny,12.3,1508.01,1.49,22.56,77.98,0
T2-07331,panicle_initiation,2,14.0,0.5,cloudy,28.42,1537.19,0.92,19.98,85.13,0
T1-07332,tillering,1,12.5,0.45,heavy_rain,6.25,1535.89,1.47,27.59,48.82,1
T3-07333,panicle_initiation,3,15.5,0.65,sunny,20.98,1538.17,1.58,25.94,71.5,0
T2-07334,tillering,2,14.0,0.5,sunny,6.81,1557.74,0.84,23.46,76.82,1
T2-07335,grain_filling,2,14.0,0.5,sunny,19.88,1549.98,0.93,33.38,57.89,0
T3-07336,seedling,3,15.5,0.65,cloudy,4.07,1542.64,1.17,32.88,64.6,1
T2-07337,grain_filling,2,14.0,0.5,sunny,20.26,1526.31,1.79,23.46,61.72,0
T2-07338,maturity,2,14.0,0.5,heavy_rain,3.29,1553.6,1.56,22.1,43.59,1
T2-07339,grain_filling,2,14.0,0.5,heavy_rain,19.35,1533.41,1.89,27.54,50.55,0
T2-07340,grain_filling,2,14.0,0.5,heavy_rain,13.15,1524.12,1.15,22.76,69.9,0
T3-07341,maturity,3,15.5,0.65,sunny,4.88,1533.96,0.73,29.75,88.1,0
T1-07342,grain_filling,1,12.5,0.45,cloudy,6.92,1543.53,1.3,31.08,79.87,1
T3-07343,tillering,3,15.5,0.65,heavy_rain,13.79,1544.96,1.32,36.62,43.6,0
T2-07344,panicle_initiation,2,14.0,0.5,sunny,16.31,1547.46,1.84,34.67,72.29,0
T2-07345,maturity,2,14.0,0.5,heavy_rain,8.17,1551.59,1.6,31.76,41.68,0
T3-07346,grain_filling,3,15.5,0.65,sunny,21.06,1544.12,1.76,32.49,49.29,0
T1-07347,heading,1,12.5,0.45,heavy_rain,30.93,1550.0,0.6,40.34,14.53,1
T1-07348,seedling,1,12.5,0.45,heavy_rain,46.28,1545.23,0.23,27.3,67.81,2
T1-07349,grain_filling,1,12.5,0.45,heavy_rain,40.32,1544.49,0.36,34.21,54.55,2
T2-07350,seedling,2,14.0,0.5,heavy_rain,47.23,1536.59,0.13,24.73,77.33,2
T3-07351,panicle_initiation,3,15.5,0.65,sunny,6.66,1546.51,0.68,19.29,68.73,1
T1-07352,maturity,1,12.5,0.45,sunny,1.44,1551.72,1.13,32.94,63.07,0
T2-07353,heading,2,14.0,0.5,heavy_rain,26.96,1519.97,1.22,23.63,78.05,0
T2-07354,seedling,2,14.0,0.5,cloudy,25.4,1548.39,2.01,31.78,64.87,0
T1-07355,maturity,1,12.5,0.45,cloudy,13.73,1521.75,0.72,20.86,64.24,0
T3-07356,seedling,3,15.5,0.65,sunny,5.42,1550.85,1.32,27.6,57.23,1
T2-07357,grain_filling,2,14.0,0.5,heavy_rain,43.51,1535.73,0.35,26.7,47.61,2
T2-07358,tillering,2,14.0,0.5,sunny,6.69,1567.01,0.85,27.89,48.01,1
T3-07359,heading,3,15.5,0.65,heavy_rain,3.76,1548.96,0.78,25.41,68.36,1
T2-07360,panicle_initiation,2,14.0,0.5,sunny,24.67,1543.49,1.28,28.97,50.59,0
T3-07361,grain_filling,3,15.5,0.65,sunny,15.45,1554.16,0.97,33.73,43.03,0
T1-07362,tillering,1,12.5,0.45,cloudy,13.4,1517.87,1.53,26.46,54.85,0
T1-07363,maturity,1,12.5,0.45,sunny,9.51,1552.11,1.76,27.68,43.35,0
T2-07364,grain_filling,2,14.0,0.5,cloudy,17.32,1527.33,1.32,24.15,41.1,0
T1-07365,heading,1,12.5,0.45,heavy_rain,32.21,1551.96,0.54,30.16,46.24,0
T1-07366,heading,1,12.5,0.45,sunny,33.84,1534.24,0.83,34.22,75.26,0
T2-07367,tillering,2,14.0,0.5,sunny,7.69,1534.75,1.3,30.15,46.28,0
T1-07368,panicle_initiation,1,12.5,0.45,cloudy,6.78,1550.1,1.79,21.07,64.51,1
T3-07369,tillering,3,15.5,0.65,cloudy,6.62,1548.49,1.58,22.62,43.36,1
T1-07370,panicle_initiation,1,12.5,0.45,cloudy,1.48,1541.52,0.57,21.15,53.29,1
T3-07371,panicle_initiation,3,15.5,0.65,sunny,2.01,1551.05,1.11,22.47,47.38,1
T1-07372,maturity,1,12.5,0.45,cloudy,7.48,1514.12,0.74,18.39,78.55,0
T3-07373,seedling,3,15.5,0.65,cloudy,32.57,1523.78,0.75,17.47,41.4,0
T2-07374,panicle_initiation,2,14.0,0.5,cloudy,28.29,1533.58,0.71,25.25,48.3,0
T2-07375,heading,2,14.0,0.5,heavy_rain,29.51,1543.01,1.54,34.8,45.89,0
T3-07376,grain_filling,3,15.5,0.65,sunny,5.43,1542.16,0.92,23.82,44.46,1
T1-07377,heading,1,12.5,0.45,sunny,33.58,1537.04,1.42,26.43,79.8,0
T2-07378,panicle_initiation,2,14.0,0.5,sunny,5.51,1544.42,1.25,27.44,53.03,1
T1-07379,heading,1,12.5,0.45,heavy_rain,23.66,1551.62,1.38,28.21,71.46,0
T2-07380,grain_filling,2,14.0,0.5,heavy_rain,20.54,1541.08,1.08,35.14,54.46,0
T1-07381,panicle_initiation,1,12.5,0.45,heavy_rain,2.65,1549.05,1.89,22.96,86.59,1
T1-07382,heading,1,12.5,0.45,cloudy,5.66,1557.22,1.92,34.42,68.47,1
T2-07383,seedling,2,14.0,0.5,sunny,7.05,1540.1,1.34,21.21,75.69,1
T2-07384,maturity,2,14.0,0.5,heavy_rain,11.33,1531.44,1.0,23.38,45.26,0
T3-07385,tillering,3,15.5,0.65,heavy_rain,12.18,1538.68,1.43,27.05,40.77,0
T2-07386,grain_filling,2,14.0,0.5,heavy_rain,20.28,1542.59,1.98,29.33,92.74,0
T3-07387,heading,3,15.5,0.65,cloudy,31.43,1548.78,1.79,38.38,17.34,1
T3-07388,grain_filling,3,15.5,0.65,heavy_rain,3.87,1554.42,1.44,26.62,67.57,1
T3-07389,heading,3,15.5,0.65,sunny,36.66,1540.56,1.13,37.07,7.56,1
T1-07390,tillering,1,12.5,0.45,heavy_rain,41.93,1518.5,0.23,21.18,67.79,2
T2-07391,grain_filling,2,14.0,0.5,sunny,22.46,1530.4,0.76,26.27,79.57,0
T1-07392,panicle_initiation,1,12.5,0.45,cloudy,27.33,1541.0,1.31,26.04,68.16,0
T1-07393,heading,1,12.5,0.45,sunny,33.08,1521.91,1.65,24.95,35.68,0
T2-07394,tillering,2,14.0,0.5,sunny,14.46,1551.5,0.81,35.15,59.13,0
T1-07395,tillering,1,12.5,0.45,sunny,8.93,1567.09,1.09,31.07,85.4,1
T3-07396,seedling,3,15.5,0.65,heavy_rain,33.89,1512.77,1.8,20.55,77.61,0
T3-07397,maturity,3,15.5,0.65,sunny,4.05,1557.75,0.92,32.23,54.6,1
T3-07398,seedling,3,15.5,0.65,sunny,5.43,1552.12,1.17,22.71,67.0,1
T1-07399,maturity,1,12.5,0.45,heavy_rain,7.99,1538.71,1.71,19.74,64.8,0
T1-07400,heading,1,12.5,0.45,heavy_rain,40.66,1534.19,0.26,27.82,83.11,2
T2-07401,seedling,2,14.0,0.5,heavy_rain,9.25,1549.78,1.41,20.79,64.12,1
T2-07402,grain_filling,2,14.0,0.5,sunny,12.74,1529.82,1.31,25.43,88.91,0
T2-07403,panicle_initiation,2,14.0,0.5,heavy_rain,25.18,1543.65,0.66,32.75,55.05,0
T3-07404,tillering,3,15.5,0.65,heavy_rain,13.94,1522.25,1.26,21.98,48.56,0
T1-07405,panicle_initiation,1,12.5,0.45,sunny,25.8,1544.99,1.66,29.44,70.42,0
T2-07406,panicle_initiation,2,14.0,0.5,cloudy,23.38,1534.18,1.99,29.56,76.48,0
T3-07407,tillering,3,15.5,0.65,sunny,0.28,1554.43,0.59,22.64,50.73,1
T1-07408,maturity,1,12.5,0.45,sunny,13.24,1539.54,1.9,31.83,37.27,0
T3-07409,tillering,3,15.5,0.65,heavy_rain,8.99,1555.55,1.53,33.11,48.47,0
T2-07410,seedling,2,14.0,0.5,sunny,8.24,1547.56,1.63,20.51,73.22,1
T3-07411,heading,3,15.5,0.65,heavy_rain,8.33,1534.86,0.67,25.44,38.77,1
T1-07412,panicle_initiation,1,12.5,0.45,cloudy,23.94,1522.53,1.33,32.52,77.6,0
T2-07413,maturity,2,14.0,0.5,sunny,10.67,1527.95,1.46,24.84,85.71,0
T2-07414,seedling,2,14.0,0.5,sunny,33.95,1518.32,1.44,23.23,73.38,0
T2-07415,seedling,2,14.0,0.5,cloudy,5.04,1544.8,1.55,20.68,47.52,1
T2-07416,panicle_initiation,2,14.0,0.5,cloudy,22.61,1538.25,0.94,29.52,53.92,0
T1-07417,maturity,1,12.5,0.45,heavy_rain,12.06,1533.59,1.44,25.58,58.31,0
T2-07418,panicle_initiation,2,14.0,0.5,sunny,25.72,1530.27,1.35,21.39,84.02,0
T3-07419,seedling,3,15.5,0.65,cloudy,32.73,1532.87,1.37,29.93,59.5,0
T1-07420,tillering,1,12.5,0.45,cloudy,9.51,1533.1,0.85,18.68,67.69,0
T1-07421,tillering,1,12.5,0.45,sunny,4.64,1540.99,1.58,35.07,59.93,1
T3-07422,heading,3,15.5,0.65,heavy_rain,31.14,1536.59,1.07,29.31,37.35,0
T1-07423,panicle_initiation,1,12.5,0.45,heavy_rain,22.7,1541.03,1.75,28.3,82.14,0
T2-07424,grain_filling,2,14.0,0.5,heavy_rain,43.72,1553.17,0.48,31.41,75.17,2
T1-07425,seedling,1,12.5,0.45,heavy_rain,2.25,1561.71,1.75,29.93,38.22,1
T2-07426,seedling,2,14.0,0.5,heavy_rain,32.9,1534.86,0.73,25.59,62.89,0
T3-07427,grain_filling,3,15.5,0.65,sunny,17.55,1547.77,0.84,29.45,66.99,0
T3-07428,panicle_initiation,3,15.5,0.65,sunny,21.75,1541.01,1.98,25.54,83.86,0
T2-07429,heading,2,14.0,0.5,cloudy,5.62,1558.43,1.33,27.42,75.66,1
T1-07430,heading,1,12.5,0.45,cloudy,33.21,1522.32,0.98,23.05,74.76,0
